Text,label
The compressed_data field is compressed using the common ZLIB compression algorithm. ,1
"Get updates from Palo Alto Networks! Sign up to receive the latest news, cyber threat intelligence and research from us",0
This post was authored by Nick Biasini with contributions by Joel Else,0
"When the user is actually delivered a landing page, it is highly obfuscated and lacks some of the English based text we see in other exploit kits. Below is a small sample of the obfuscated landing page:",1
"This particular ASN is associated with Webzilla, a provider out of Russia.",0
We worked with our research partners at OpenDNS Labs to get better visibility into the domains that were hosted. ,0
"When India gained independence from Britain in 1947, a new, predominantly Muslim nation of Pakistan was created during what was called the “partition.”",0
"On March 2, 2014, Pakistan defeated India in a cricket match in the Asia Cup held in Dhaka, Bangladesh. The next day (March 3), in Meerut, India, 67 Kashmiri students at Swami Vivekanand Subharti University were suspended for having cheered for Pakistan and distributing sweets after their win.",0
"In May 2017, Volexity identified and started tracking a very sophisticated and extremely widespread mass digital surveillance and attack campaign targeting several Asian nations, the ASEAN organization, and hundreds of individuals and organizations tied to media, human rights and civil society causes. ",0
The hex code storage in $x translates to base64_decode. This code checks to see if variable-1 is set and then validates whether the MD5 of the MD5 of the value set for variable-2 matches an expected MD5 hash.,1
The malware was distributed using several fake Facebook profiles. ,1
"Once the malware was installed, it immediately connected to a command and control (C&C) server.",1
"The malware communicated on the TCP port 2020, but it is also worth mentioning that there was also a C&C console running on port 443 with a familiar certificate subject common name - rsdroid.",1
We created an image of the computer infrastructure used in the campaign:,0
"Despite unsophisticated techniques and the level of operational security being used, the attack managed to remain undetected for several years.",0
"For example, one sent out to a handful of countries identifies network drives when they are added to target systems, and then RC4-like-encrypts and writes certain file metadata and contents to a local path for later exfiltration. The stealer searches for files 60mb and less with these extensions:",1
Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution. ,1
Adversaries may use the Windows Component Object Model (COM) for local code execution. ,1
"Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel. ",1
Adversaries may exfiltrate data to a code repository rather than over their primary command and control channel. ,1
Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems.,1
Adversaries may install malicious components to extend and abuse server applications.,1
Adversaries may use fallback or alternate communication channels if the primary channel is compromised or inaccessible in order to maintain reliable command and control and to avoid data transfer thresholds.,1
Adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls. ,1
An adversary can use built-in Windows API functions to copy access tokens from existing processes; this is known as token stealing. ,1
Adversaries may create a new process with a different token to escalate privileges and bypass access controls. ,1
Adversaries may obfuscate command and control traffic to make it more difficult to detect. ,1
Adversaries may add junk data to protocols used for command and control to make detection more difficult. ,1
"By adding random or meaningless data to the protocols used for command and control, adversaries can prevent trivial methods for decoding, deciphering, or otherwise analyzing the traffic. Examples",1
Adversaries may interact with the native OS application programming interface (API) to execute behaviors. ,1
"While invoking API functions, adversaries may also attempt to bypass defensive tools (ex: unhooking monitored functions via Disable or Modify Tools).",1
"Once established within a system or network, an adversary may use automated techniques for collecting internal data.",1
Adversaries may collect data stored in the clipboard from users copying information within or between applications.,1
Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors such as Network Sniffing or Transmitted Data Manipulation.,1
Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads. ,1
"An adversary can use WMI to interact with local and remote systems and use it as a means to execute various behaviors, such as gathering information for Discovery as well as remote Execution of files as part of Lateral Movement. [3] [2]",1
"Adversaries may search local system sources, such as file systems or local databases, to find files of interest and sensitive data prior to Exfiltration.",1
"Specific examples include use of network layer protocols, such as the Internet Control Message Protocol (ICMP), transport layer protocols, such as the User Datagram Protocol (UDP), session layer protocols, such as Socket Secure (SOCKS), as well as redirected/tunneled protocols, such as Serial over LAN (SOL).",1
"Adversaries may abuse BITS to download, execute, and even clean up after running malicious code. ",1
"download and execute additional applications to the system,",1
"It then uses the system's IPaddresses to enumerate the /24 network (x.x.x.0-255) that the system is networked with, and will attempt tospread to each of these remote systems.",1
"Malware authors have been using the Windows Task Scheduler (or AT.exe jobs) to victimize hosts for at least a decade, but the Stuxnet worm seems to have ushered in a renaissance. ",1
"malware will often create a task that looks for certain preconditions to launch, downloads new malicious code on a schedule, or uses scheduled tasks as a way to always remain in memory. ",1
"The dropper copying itself to ""\system32\ntssrvr32.exe"" on theremote system; however, instead of creating a remote service, this method calls the NetScheduleJobAddfunction within the Windows netapi32 library to create a scheduled task to run the payload.",1
"When executed, it de-obfuscates its application programming interfaces (APIs) and using port 443, attempts to connect to the hard-coded IP addresses listed below. After connecting, the malware waits for further instructions.",1
Static analysis reveals that this RAT uses a customized XOR cryptographic algorithm displayed in Figure 1 to secure its data transfers and command-and-control (C2) sessions. ,1
"Download and upload files Execute secondary payloads Execute shell commands Terminate running processes Delete files Search files Set file attributes Create registry entries for storing data:(HKEY_CURRENT_USER\SOFTWARE\Microsoft\WABE\DataPath) Collect device information from installed storage devices (disk free space and their type) List running processes information Capture screenshots Collect and send information about the victim's system (operating system, CPU, MAC address, computer name, language settings, list of disk devices and their type, time elapsed since the system was started, and unique identifier of the victim's system)",1
"This report is provided ""as is"" for informational purposes only",0
"The Department of Homeland Security (DHS) does not provide any warranties of any kind regarding any information contained within. The DHS does not endorse any commercial product or service, referenced in this bulletin or otherwise.",0
This document is marked TLP:WHITE. Disclosure is not limited,0
" For more information on HIDDEN COBRA activity, visit https[:]//www[.]us-cert.gov/hiddencobra.",0
"rule r4_wiper_1 { meta: source = ""NCCIC Partner"" date = ""2017-12-12"" strings: $mbr_code = { 33 C0 8E D0 BC 00 7C FB 50 07 50 1F FC BE 5D 7C 33 C9 41 81 F9 00 ?? 74 24 B4 43 B0 00 CD 13 FE C2 80 FA 84 7C F3 B2 80 BF 65 7C 81 05 00 04 83 55 02 00 83 55 04 00 83 55 06 00 EB D5 BE 4D 7C B4 43 B0 00 CD 13 33 C9 BE 5D 7C EB C5 } $controlServiceFoundlnBoth = { 83 EC 1C 57 68 3F 00 0F 00 6A 00 6A 00 FF 15 ?? ?? ?? ?? 8B F8 85 FF 74 44 8B 44 24 24 53 56 6A 24 50 57 FF 15 ?? ?? ?? ?? 8B 1D ?? ?? ?? ?? 8B F0 85 F6 74 1C 8D 4C 24 0C 51 6A 01 56 FF 15 ?? ?? ?? ?? 68 E8 03 00 00 FF 15 ?? ?? ?? ?? 56 FF D3 57 FF D3 5E 5B 33 C0 5F 83 C4 1C C3 33 C0 5F 83 C4 1C C3 } condition: uint16(0) == 0x5a4d and uint16(uint32(0x3c)) == 0x4550 and any of them } rule r4_wiper_2 { meta: source = ""NCCIC Partner"" date = ""2017-12-12"" strings: // BIOS Extended Write $PhysicalDriveSTR = ""\\\\.\\PhysicalDrive"" wide $ExtendedWrite = { B4 43 B0 00 CD 13 } condition: u",0
Adversaries may transfer tools or other files between systems in a compromised environment. ,1
DustySky searches for network drives and removable media and duplicates itself onto them.,1
"CMD can be used to copy tools to/from a remote share, this is true and very easy assuming we have the correct permissions to copy stuff onto the share",1
"move our tools laterally using SMB Shares with the correct credentials and permissions, this can be used to replace files and wait for our victim to execute them and gain a shell on the Workstation.",1
All of these terms are used to describe the unauthorized transfer of data from a computer or other device. ,1
The associated HTTP response contains the id of the created account in addition to the parameters supplied in the request:,1
Adversaries may attempt to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments. ,1
The windows utility Ntest is known to be used by adversaries to enumerate domain trusts.,1
This search looks for the execution of nltest.exe with command-line arguments utilized to query for Domain Trust information.,1
adversaries alike use NLTest.exe to enumerate the current domain to assist with further understanding where to pivot next.,1
 erasing the contents of a disk entirely or partially,1
 The first method is to gain direct access to a hard disk to overwrite arbitrarily sized disk portions with random data. ,1
 WhiskeyAlfa is a destructive malware family that is designed to destroy the contents of any hard drive attached to an infected system. ,1
StoneDrill is a type of wiper malware that has been used to carry out disk content wipe attacks against targets.,1
"Once established within a system or network, an adversary may use automated techniques for collecting internal data. Methods for performing this technique could include use of a Command and Scripting Interpreter to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals. This functionality could also be built into remote access tools.",1
"Adversaries may use scripts automatically executed at boot or logon initialization to establish persistence. Initialization scripts can be used to perform administrative functions, which may often execute other programs or send information to an internal logging server.",1
"Adversaries may use these scripts to maintain persistence on a single system. Depending on the access configuration of the logon scripts, either local credentials or an administrator account may be necessary.",1
"Adversaries may try to get information about registered services. Commands that may obtain information about services using operating system utilities are ""sc,"" ""tasklist /svc"" using Tasklist, and ""net start"" using Net, but adversaries may also use other tools as well. ",1
Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement. ,1
